name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Alfie Pond,England,Defender,right,191.0,GB1,Wolverhampton Wanderers,250000.0,0,0,0,0,99,20
Tommaso Del Lungo,Italy,Defender,right,186.0,IT1,Atalanta BC,250000.0,0,0,0,0,90,21
Luka Capan,Croatia,Defender,right,186.0,GR1,AE Kifisias,250000.0,3,0,0,0,1171,29
Marko Mrvaljevic,Montenegro,Attack,right,188.0,UKR1,NK Veres Rivne,250000.0,1,1,3,0,529,23
Egor Ushakov,Russia,Attack,right,177.0,RU1,CSKA Moscow,250000.0,0,0,0,0,20,22
Andriy Remenyuk,Ukraine,Attack,right,170.0,UKR1,Metalist 1925 Kharkiv,250000.0,1,0,1,0,303,25
Nikolaos Papadopoulos,Greece,Goalkeeper,right,196.0,GR1,Asteras Aktor,250000.0,3,0,0,0,1634,34
Nikolay Poyarkov,Russia,Defender,left,180.0,RU1,Fakel Voronezh,250000.0,1,0,0,0,299,25
Alexandros Malis,Greece,Defender,both,186.0,GR1,Panetolikos GFS,250000.0,5,0,1,0,1838,27
Vitaliy Yermakov,Ukraine,Defender,right,185.0,UKR1,Chornomorets Odessa,250000.0,1,0,2,1,2669,32
Sergey Parshivlyuk,Russia,Defender,right,180.0,RU1,Dynamo Moscow,250000.0,5,0,0,1,1337,35
Oleg Gorin,Ukraine,Defender,both,188.0,UKR1,SK Dnipro-1,250000.0,4,0,0,0,186,24
Christos Talichmanidis,Greece,Goalkeeper,right,187.0,GR1,PAOK Thessaloniki,250000.0,0,0,0,0,4,23
Vladyslav Pogorilyi,Ukraine,Attack,right,183.0,UKR1,FK Oleksandriya,250000.0,0,0,1,0,553,21
Ivan Pavlic,Belgium,Midfield,right,185.0,PO1,Portimonense SC,250000.0,1,0,0,0,372,23
Alejandro Cabeza,Ecuador,Attack,right,186.0,RU1,FC Sochi,250000.0,0,0,0,0,11,27
Igor Medynskyi,Ukraine,Attack,right,173.0,UKR1,Obolon Kyiv,250000.0,3,0,0,0,1706,32
Kevin Mensah,Denmark,Defender,both,173.0,DK1,Bröndby IF,250000.0,0,0,0,1,838,33
Maksym Grysyo,Ukraine,Midfield,right,172.0,UKR1,Obolon Kyiv,250000.0,5,0,0,1,887,28
Oleksandr Sklyar,Ukraine,Midfield,both,175.0,UKR1,Vorskla Poltava,250000.0,10,1,3,6,1820,33
Alex Murphy,Ireland,Defender,left,188.0,GB1,Newcastle United,250000.0,0,0,0,0,11,20
Anders Dahl,Denmark,Defender,right,176.0,DK1,Silkeborg IF,250000.0,0,0,0,0,142,22
Andy Halliday,Scotland,Midfield,left,181.0,SC1,Motherwell FC,250000.0,2,0,1,1,467,33
Aleksandr Chupayov,Russia,Attack,right,190.0,RU1,Dynamo Moscow,250000.0,0,0,0,0,1,20
Felipe Silva,Brazil,Defender,left,190.0,PO1,Gil Vicente FC,250000.0,0,0,0,1,270,22
Benjamin Kimpioka,Sweden,Attack,right,183.0,SC1,St. Johnstone FC,250000.0,2,0,2,0,567,24
Aleksandr Martynovich,Belarus,Defender,right,192.0,RU1,Rubin Kazan,250000.0,3,0,3,0,1783,37
Abdul Nurudeen,Ghana,Goalkeeper,right,189.0,BE1,KAS Eupen,250000.0,2,0,0,0,180,25
Gilli Sörensen,Faroe Islands,Defender,right,187.0,DK1,Vejle Boldklub,250000.0,1,0,0,0,469,32
Ben Parkinson,England,Attack,right,183.0,GB1,Newcastle United,250000.0,0,0,0,0,24,19
Sindre Walle Egeli,Norway,Attack,left,182.0,DK1,FC Nordsjaelland,250000.0,0,0,0,0,10,18
Dmytro Khomchenovskyi,Ukraine,Midfield,both,182.0,UKR1,Kryvbas Kryvyi Rig,250000.0,2,1,1,5,1482,34
Kostyantyn Bychek,Ukraine,Attack,left,180.0,UKR1,Metalist 1925 Kharkiv,250000.0,3,0,0,1,534,24
Néné Gbamblé,Cote d'Ivoire,Attack,right,173.0,RU1,Akhmat Grozny,250000.0,0,0,0,1,252,22
Igor Perduta,Ukraine,Defender,right,176.0,UKR1,Vorskla Poltava,250000.0,5,0,0,2,3060,34
Zakaria Bakkali,Belgium,Attack,right,170.0,NL1,RKC Waalwijk,250000.0,0,0,0,0,765,29
Yevgeniy Kucherenko,Ukraine,Goalkeeper,left,192.0,UKR1,LNZ Cherkasy,250000.0,1,0,0,0,1080,25
Zivko Zivkovic,Serbia,Goalkeeper,right,194.0,GR1,PAOK Thessaloniki,250000.0,0,0,0,0,536,35
Gonçalo Nogueira,Portugal,Midfield,right,180.0,PO1,Vitória Guimarães SC,250000.0,0,0,1,0,24,21
Ivan Lepskiy,Russia,Defender,left,185.0,RU1,Dynamo Moscow,250000.0,0,0,0,0,116,20
Gabriele Marchegiani,Italy,Goalkeeper,right,189.0,GR1,Atromitos Athens,250000.0,0,0,0,0,360,28
Andriy Andreychuk,Ukraine,Attack,right,187.0,UKR1,FK Oleksandriya,250000.0,0,0,0,0,393,21
Viktor Klonaridis,Belgium,Attack,right,179.0,GR1,AE Kifisias,250000.0,1,0,0,0,274,32
Juan Garro,Argentina,Attack,right,179.0,GR1,PAS Giannina,250000.0,2,0,1,0,419,32
Romildo Del Piage,Brazil,Midfield,right,183.0,BE1,RWD Molenbeek,250000.0,0,0,1,0,58,24
Carlitos,Spain,Attack,right,176.0,GR1,PAS Lamia 1964,250000.0,4,0,10,4,1660,34
Khyzyr Appaev,Russia,Attack,right,192.0,RU1,Fakel Voronezh,250000.0,7,0,0,2,2258,35
Guilherme,Russia,Goalkeeper,right,197.0,RU1,Lokomotiv Moscow,250000.0,0,0,5,7,3717,39
Hernâni,Portugal,Attack,left,180.0,PO1,Rio Ave FC,250000.0,0,0,1,1,549,33
Mikey Devlin,Scotland,Defender,right,188.0,SC1,Livingston FC,250000.0,11,0,0,1,1984,31
Mikhail Shchetinin,Russia,Midfield,right,183.0,RU1,Lokomotiv Moscow,250000.0,0,0,0,0,38,19
Devan Tanton,Colombia,Defender,right,175.0,GB1,Fulham FC,250000.0,0,0,0,0,1,21
Artem Kulakovskyi,Ukraine,Midfield,right,174.0,UKR1,Vorskla Poltava,250000.0,2,0,1,0,391,22
Thabo Cele,South Africa,Midfield,right,178.0,RU1,Fakel Voronezh,250000.0,3,0,0,0,508,28
Marios Ikonomou,Greece,Defender,right,189.0,GR1,Panetolikos GFS,250000.0,4,1,1,0,1230,32
Nikolay Zabolotnyi,Russia,Goalkeeper,right,184.0,RU1,FC Sochi,250000.0,2,0,0,0,1890,34
Jeffrey Bruma,Netherlands,Defender,right,189.0,NL1,RKC Waalwijk,250000.0,3,0,0,0,477,33
Bryan Olivera,Uruguay,Midfield,left,169.0,GR1,Volos NPS,250000.0,1,0,0,0,103,30
Lee Ashcroft,Scotland,Defender,right,183.0,SC1,Dundee FC,250000.0,2,0,1,0,698,31
Gustav Fraulo,Denmark,Midfield,right,183.0,DK1,Lyngby BK,250000.0,0,0,0,0,14,19
Nathan Markelo,Curacao,Defender,right,182.0,NL1,Fortuna Sittard,250000.0,1,0,0,0,72,26
James Bolton,England,Defender,right,183.0,SC1,St. Mirren FC,250000.0,1,1,0,0,998,30
Giannis Kiakos,Greece,Defender,left,180.0,GR1,PAS Giannina,250000.0,3,0,1,1,931,26
Iván Marcano,Spain,Defender,left,189.0,PO1,FC Porto,250000.0,1,0,2,0,458,37
Vitus Eicher,Germany,Goalkeeper,left,191.0,L1,1.FC Heidenheim 1846,250000.0,0,0,0,0,90,34
Bogdan Biloshevskyi,Ukraine,Midfield,right,187.0,UKR1,FK Oleksandriya,250000.0,0,0,0,0,548,25
Julio Cesar,Brazil,Defender,left,192.0,UKR1,NK Veres Rivne,250000.0,5,0,0,1,1260,28
Rémy Riou,France,Goalkeeper,right,191.0,FR1,Olympique Lyon,250000.0,0,0,0,0,270,37
David Toshevski,North Macedonia,Attack,right,187.0,RU1,FK Rostov,250000.0,0,0,0,0,63,23
Pascu,Spain,Midfield,right,184.0,NL1,Almere City FC,250000.0,0,0,0,0,164,24
Ismaël Traoré,Cote d'Ivoire,Defender,right,184.0,FR1,FC Metz,250000.0,2,0,2,0,2221,38
Kell Watts,England,Defender,left,192.0,GB1,Newcastle United,250000.0,0,0,0,0,90,25
Alhaji Kamara,Sierra Leone,Attack,right,180.0,DK1,Randers FC,250000.0,1,0,1,0,143,30
Volodymyr Tanchyk,Ukraine,Midfield,both,166.0,UKR1,SK Dnipro-1,250000.0,0,1,2,1,708,33
Roman Gagun,Ukraine,Defender,right,170.0,UKR1,NK Veres Rivne,250000.0,0,0,0,1,306,31
Vitaliy Grusha,Ukraine,Midfield,right,178.0,UKR1,Obolon Kyiv,250000.0,3,0,0,1,757,30
Rikelmi,Brazil,Attack,right,160.0,BE1,RWD Molenbeek,250000.0,2,0,0,0,268,23
Jeroen Houwen,Netherlands,Goalkeeper,right,188.0,NL1,RKC Waalwijk,250000.0,0,0,0,0,321,28
Joselpho Barnes,Ghana,Attack,right,187.0,BE1,Sint-Truidense VV,250000.0,2,0,1,0,419,23
Mats Rots,Netherlands,Defender,left,185.0,NL1,Twente Enschede FC,250000.0,0,0,0,0,117,18
Paul Hanlon,Scotland,Defender,left,180.0,SC1,Hibernian FC,250000.0,1,0,0,2,1424,35
Cameron Borthwick-Jackson,England,Defender,left,190.0,SC1,Ross County FC,250000.0,1,0,0,0,304,27
Ali Turap Bülbül,Türkiye,Defender,right,179.0,TR1,Galatasaray,250000.0,0,0,0,0,96,20
Gonçalo Silva,Portugal,Defender,right,186.0,PO1,SC Farense,250000.0,3,1,1,0,3148,33
Maksym Smiyan,Ukraine,Defender,left,179.0,UKR1,NK Veres Rivne,250000.0,1,0,0,0,551,22
Clement Bischoff,Denmark,Defender,right,180.0,DK1,Bröndby IF,250000.0,1,0,0,0,35,19
Aleksandr Belenov,Russia,Goalkeeper,right,198.0,RU1,Fakel Voronezh,250000.0,2,0,0,0,2250,38
Midana Cassamá,Guinea-Bissau,Attack,right,185.0,PO1,Portimonense SC,250000.0,2,1,1,0,282,22
Ebenezer Ofori,Ghana,Midfield,left,172.0,DK1,Vejle Boldklub,250000.0,2,0,0,0,936,29
Taylan Aydın,Türkiye,Defender,right,180.0,TR1,Kasimpasa,250000.0,3,0,0,0,562,18
Calum Butcher,England,Midfield,right,196.0,SC1,Motherwell FC,250000.0,9,0,0,0,1049,33
Georgios Konstantakopoulos,Greece,Midfield,both,182.0,GR1,AE Kifisias,250000.0,1,0,2,2,529,20
Stevie May,Scotland,Attack,right,178.0,SC1,St. Johnstone FC,250000.0,3,0,0,1,712,32
Nikolaos Peios,Greece,Midfield,both,183.0,GR1,AE Kifisias,250000.0,4,0,1,0,751,25
Johannes Selvén,Sweden,Attack,right,175.0,DK1,Odense Boldklub,250000.0,0,0,2,0,483,21
Frédéric Veseli,Albania,Defender,right,183.0,TR1,Fatih Karagümrük,250000.0,2,0,0,0,1607,32
Ziguy Badibanga,Belgium,Attack,right,172.0,UKR1,Chornomorets Odessa,250000.0,4,0,2,5,1989,33
Ktatau,Brazil,Midfield,right,180.0,PO1,GD Chaves,250000.0,0,0,0,0,62,23
Xavier Mercier,France,Midfield,right,174.0,BE1,RWD Molenbeek,250000.0,2,0,2,3,1318,35
Antonis Papasavvas,Greece,Midfield,right,185.0,GR1,AE Kifisias,250000.0,6,0,1,0,898,29
Innes Cameron,Scotland,Attack,right,190.0,SC1,Kilmarnock FC,225000.0,1,0,1,0,163,24
Kamil Ahmet Çörekçi,Türkiye,Defender,right,173.0,TR1,Hatayspor,225000.0,3,0,0,0,1734,32
Antonio Satriano,Italy,Attack,right,185.0,NL1,Heracles Almelo,225000.0,0,0,0,0,160,21
Issah Abass,Ghana,Attack,right,173.0,PO1,GD Chaves,225000.0,1,0,0,2,306,26
Görkem Bitin,Türkiye,Attack,left,190.0,TR1,Pendikspor,225000.0,1,0,0,1,324,26
Güray Vural,Türkiye,Defender,left,177.0,TR1,Antalyaspor,225000.0,7,0,1,3,2568,36
Kelvin Leerdam,Suriname,Defender,right,178.0,NL1,Heracles Almelo,225000.0,0,0,0,1,785,34
Patrick Vroegh,Netherlands,Midfield,left,175.0,NL1,RKC Waalwijk,225000.0,0,0,0,1,81,25
Daniel Phillips,Trinidad and Tobago,Midfield,right,175.0,SC1,St. Johnstone FC,225000.0,10,0,0,2,2342,24
Sven Sprangler,Austria,Midfield,right,182.0,SC1,St. Johnstone FC,225000.0,5,0,0,0,1095,29
Vítor Gonçalves,Portugal,Midfield,right,174.0,PO1,SC Farense,225000.0,2,0,2,0,792,32
Diallang Jaiyesimi,England,Attack,right,181.0,SC1,St. Johnstone FC,225000.0,1,1,1,1,734,26
Luuk Koopmans,Netherlands,Goalkeeper,right,190.0,NL1,Fortuna Sittard,225000.0,0,0,0,0,495,31
Jamie Brandon,Scotland,Defender,right,173.0,SC1,Livingston FC,225000.0,6,0,1,2,2083,26
Emir Tintiş,Türkiye,Defender,left,187.0,TR1,Fatih Karagümrük,225000.0,0,0,0,0,103,21
Onurcan Piri,Türkiye,Goalkeeper,right,190.0,TR1,Kayserispor,225000.0,0,0,0,0,270,30
Florin Niță,Romania,Goalkeeper,right,184.0,TR1,Gaziantep FK,225000.0,3,0,0,0,3060,37
Sadık Çiftpınar,Türkiye,Defender,right,183.0,TR1,Kasimpasa,225000.0,6,0,0,0,1299,32
Tommaso De Nipoti,Italy,Attack,left,180.0,IT1,Atalanta BC,200000.0,0,0,0,1,1,21
Catalin Cucos,Moldova,Defender,right,190.0,UKR1,Kolos Kovalivka,200000.0,1,0,0,1,345,21
Lasse Wehmeyer,Germany,Attack,right,177.0,NL1,Heracles Almelo,200000.0,0,0,0,0,208,22
Rodrigo Macedo,Portugal,Attack,right,181.0,PO1,Moreirense FC,200000.0,0,0,0,0,61,21
Yaw Moses,Ghana,Midfield,right,170.0,PO1,FC Arouca,200000.0,0,0,0,0,69,26
Artur Rudko,Ukraine,Goalkeeper,right,198.0,UKR1,Shakhtar Donetsk,200000.0,0,0,0,0,90,32
Azer Busuladzic,Bosnia-Herzegovina,Midfield,right,187.0,DK1,Vejle Boldklub,200000.0,2,0,1,0,653,33
Joeri de Kamps,Netherlands,Midfield,left,176.0,GR1,Volos NPS,200000.0,2,0,0,0,308,32
Maksym Marusych,Ukraine,Attack,right,182.0,UKR1,NK Veres Rivne,200000.0,1,1,0,2,686,31
Andriy Bliznichenko,Ukraine,Attack,left,179.0,UKR1,NK Veres Rivne,200000.0,2,0,1,0,395,30
Jaden Brown,England,Defender,left,175.0,SC1,St. Mirren FC,200000.0,0,0,0,0,286,26
Djibril Soumaré,Senegal,Midfield,left,185.0,PO1,SC Braga,200000.0,0,0,0,0,11,22
Solomon Agbalaka,Nigeria,Defender,left,185.0,RU1,FC Sochi,200000.0,0,0,0,0,180,21
Harouna Sy,France,Defender,left,170.0,PO1,GD Estoril Praia,200000.0,0,0,0,0,11,28
Oso,Spain,Attack,left,183.0,ES1,Sevilla FC,200000.0,0,0,0,0,1,21
Hugo Boutsingkham,France,Defender,left,173.0,FR1,FC Nantes,200000.0,0,0,0,0,10,22
Marley Watkins,Wales,Attack,right,178.0,SC1,Kilmarnock FC,200000.0,2,0,11,1,2651,34
Diego Hormigo,Spain,Defender,left,182.0,ES1,Sevilla FC,200000.0,0,0,0,0,36,21
Panagiotis Katsikas,Greece,Goalkeeper,right,190.0,GR1,Panserraikos,200000.0,0,0,0,0,540,25
Juan Alvina,Brazil,Attack,left,165.0,UKR1,FK Oleksandriya,200000.0,1,0,3,4,415,21
Ruslan Chernenko,Ukraine,Midfield,right,173.0,UKR1,Obolon Kyiv,200000.0,4,0,4,3,2398,32
Antonin Cartillier,France,Defender,left,176.0,FR1,Stade Brestois 29,200000.0,0,0,0,0,7,20
Admir Bajrovic,Sweden,Attack,right,181.0,GR1,Panserraikos,200000.0,1,0,0,0,274,29
Oskar Snorre,Denmark,Goalkeeper,right,191.0,DK1,Randers FC,200000.0,0,0,0,0,120,26
Miguel Monteiro,Portugal,Attack,right,187.0,PO1,Gil Vicente FC,200000.0,0,0,1,1,264,21
João Valido,Portugal,Goalkeeper,right,185.0,PO1,FC Arouca,200000.0,0,0,0,0,135,24
Jean Barrientos,Uruguay,Midfield,right,174.0,GR1,Volos NPS,200000.0,4,1,0,1,593,34
Achraf Douiri,Netherlands,Attack,right,180.0,NL1,FC Volendam,200000.0,1,0,0,2,381,25
Emiliano Purita,Argentina,Defender,right,169.0,UKR1,SK Dnipro-1,200000.0,0,0,0,1,224,27
Maryan Mysyk,Ukraine,Midfield,left,174.0,UKR1,Rukh Lviv,200000.0,1,0,0,1,193,28
Fabricio Alvarenga,Argentina,Attack,right,178.0,UKR1,Chornomorets Odessa,200000.0,1,0,0,0,463,28
Arda Ünyay,Türkiye,Defender,right,187.0,TR1,MKE Ankaragücü,200000.0,0,0,0,0,2,18
Yevgeniy Skyba,Ukraine,Defender,right,189.0,UKR1,FK Minaj,200000.0,3,0,1,1,1190,21
Dida,Brazil,Goalkeeper,right,188.0,PO1,CF Estrela Amadora SAD,200000.0,0,1,0,0,431,26
Andriy Chyruk,Ukraine,Attack,right,184.0,UKR1,Metalist 1925 Kharkiv,200000.0,3,0,0,0,425,24
Symeon Papadopoulos,Greece,Goalkeeper,both,193.0,GR1,Volos NPS,200000.0,1,0,0,0,450,24
Filipe Ferreira,Portugal,Defender,left,178.0,PO1,Boavista FC,200000.0,3,0,0,1,1823,34
Bruno Ventura,Portugal,Midfield,right,174.0,PO1,Rio Ave FC,200000.0,1,0,0,0,522,23
Simon Murray,Scotland,Attack,right,182.0,SC1,Ross County FC,200000.0,6,0,11,4,2607,32
Marco Ramkilde,Denmark,Attack,right,190.0,DK1,Hvidovre IF,200000.0,0,0,0,0,83,26
Viktor Tsukanov,Ukraine,Midfield,right,170.0,UKR1,Shakhtar Donetsk,200000.0,0,0,0,0,55,18
Selu Diallo,Guinea,Midfield,right,187.0,ES1,Deportivo Alavés,200000.0,0,0,0,0,94,21
Sergio Rodelas,Spain,Attack,left,168.0,ES1,Granada CF,200000.0,0,0,0,1,122,20
Gerasimos Bakadimas,Greece,Defender,right,181.0,GR1,PAS Giannina,200000.0,0,0,0,0,792,24
Luiz Felipe,Brazil,Goalkeeper,left,198.0,PO1,SC Farense,200000.0,2,0,0,0,450,27
Lundrim Hetemi,Albania,Midfield,right,170.0,DK1,Vejle Boldklub,200000.0,0,0,0,0,591,24
Miro,Angola,Attack,left,184.0,PO1,Gil Vicente FC,200000.0,0,0,0,0,163,21
Abdurrahim Dursun,Türkiye,Defender,left,176.0,TR1,MKE Ankaragücü,200000.0,0,0,0,0,485,26
Mikael Mandron,France,Attack,left,191.0,SC1,St. Mirren FC,200000.0,2,0,7,2,1769,30
Georgiy Yermakov,Ukraine,Goalkeeper,right,191.0,UKR1,FK Oleksandriya,200000.0,2,0,0,0,810,22
Jili Buyabu,England,Defender,both,182.0,SC1,Motherwell FC,200000.0,0,0,0,0,60,21
Miguel Rebelo,Portugal,Midfield,right,185.0,PO1,Moreirense FC,200000.0,0,0,0,0,2,21
Talha Sarıarslan,Türkiye,Attack,right,186.0,TR1,Kayserispor,200000.0,0,0,0,1,83,21
Diego Méndez,Spain,Midfield,right,182.0,ES1,Rayo Vallecano,200000.0,0,0,0,1,156,21
Rafael Alcobia,Portugal,Defender,right,187.0,PO1,Portimonense SC,200000.0,1,0,0,0,218,21
Kyrylo Prokopchuk,Ukraine,Defender,left,187.0,UKR1,FK Minaj,200000.0,1,0,0,1,860,26
Nani,Portugal,Attack,both,177.0,TR1,Adana Demirspor,200000.0,6,0,4,2,1093,38
Leroy Fer,Netherlands,Midfield,right,188.0,TR1,Alanyaspor,200000.0,7,1,1,0,1793,35
Mark van der Maarel,Netherlands,Defender,right,177.0,NL1,FC Utrecht,200000.0,2,0,0,0,770,35
Zaim Divanovic,Montenegro,Midfield,right,179.0,RU1,Akhmat Grozny,200000.0,0,0,0,0,434,24
Milan Corryn,Belgium,Midfield,right,180.0,NL1,Almere City FC,200000.0,0,0,1,1,215,25
Raymond Owusu,Ghana,Attack,right,178.0,UKR1,Metalist 1925 Kharkiv,200000.0,1,0,1,1,375,22
Dino Grozdanic,Croatia,Defender,left,193.0,GR1,Asteras Aktor,200000.0,2,0,1,0,445,22
Dmitriy Barkov,Russia,Attack,right,181.0,RU1,Baltika Kaliningrad,200000.0,0,0,4,1,257,32
John Joe Patrick Finn,Ireland,Midfield,right,192.0,ES1,Getafe CF,200000.0,0,0,1,0,71,21
Alex Samuel,Wales,Attack,right,183.0,SC1,Ross County FC,200000.0,0,0,1,1,328,29
Castro,Portugal,Midfield,right,181.0,PO1,Moreirense FC,200000.0,1,0,2,1,585,36
Christian Gammelgaard,Denmark,Attack,left,185.0,DK1,Vejle Boldklub,200000.0,0,0,0,0,277,21
Mathieu Gorgelin,France,Goalkeeper,left,187.0,FR1,Le Havre AC,200000.0,1,0,0,0,90,34
Elliot Thorpe,Wales,Midfield,right,176.0,GB1,Luton Town,200000.0,1,0,0,0,2,24
Georgiy Zotov,Russia,Defender,right,175.0,RU1,Krylya Sovetov Samara,200000.0,1,0,1,0,611,35
Fabio Ferraro,Belgium,Defender,left,180.0,BE1,RWD Molenbeek,200000.0,0,0,0,0,14,22
Mehmet Ali Büyüksayar,Türkiye,Attack,right,166.0,TR1,Konyaspor,200000.0,0,0,0,0,2,20
Julien Lomboto,France,Defender,right,192.0,PO1,Rio Ave FC,200000.0,0,0,0,0,6,22
Michael Akoto,Germany,Defender,right,188.0,DK1,Aarhus GF,200000.0,1,0,0,0,439,27
José de León,Dominican Republic,Attack,right,185.0,ES1,Deportivo Alavés,200000.0,0,0,0,0,3,20
Egor Noskov,Russia,Defender,left,179.0,RU1,CSKA Moscow,200000.0,0,0,0,1,66,21
Georgios Tzovaras,Greece,Attack,left,186.0,GR1,Atromitos Athens,200000.0,0,0,0,1,118,25
Mo Sangare,Liberia,Midfield,left,191.0,SC1,Livingston FC,200000.0,5,0,1,2,1151,26
Sanders Ngabo,Denmark,Midfield,right,174.0,DK1,Lyngby BK,200000.0,0,0,0,0,52,20
Joseph Efford,United States,Attack,right,176.0,GR1,PAS Giannina,200000.0,0,0,0,0,130,28
Thomas Luciano,Brazil,Defender,right,180.0,PO1,Gil Vicente FC,200000.0,1,0,1,0,114,23
Zé Gomes,Portugal,Attack,right,181.0,UKR1,Chornomorets Odessa,200000.0,1,0,0,0,92,25
Mike van Duinen,Netherlands,Attack,right,185.0,NL1,Excelsior Rotterdam,200000.0,1,0,0,0,92,33
Sávio,Brazil,Defender,left,173.0,PO1,Rio Ave FC,200000.0,1,0,0,1,269,29
André André,Portugal,Midfield,right,174.0,PO1,Vitória Guimarães SC,200000.0,10,0,0,3,722,35
Nikolay Titkov,Russia,Midfield,right,177.0,RU1,FK Orenburg,200000.0,1,0,1,2,509,24
Vito Mannone,Italy,Goalkeeper,right,189.0,FR1,FC Lorient,200000.0,0,0,0,0,91,36
Oleksandr Chernov,Ukraine,Defender,right,174.0,UKR1,Obolon Kyiv,200000.0,1,0,0,0,685,22
Hamza Güreler,Türkiye,Defender,right,192.0,TR1,Basaksehir FK,200000.0,1,0,1,0,489,18
Tomas Hajek,Czech Republic,Defender,left,187.0,GR1,Panserraikos,200000.0,2,1,0,0,138,33
Trévis Dago,France,Attack,right,185.0,FR1,LOSC Lille,200000.0,1,0,0,1,21,20
Oleksandr Belyaev,Ukraine,Midfield,right,174.0,UKR1,FK Oleksandriya,200000.0,2,0,1,1,446,25
Ataberk Dadakdeniz,Türkiye,Goalkeeper,right,186.0,TR1,Antalyaspor,200000.0,1,0,0,0,360,25
Rubén García,Spain,Defender,right,180.0,GR1,Asteras Aktor,200000.0,4,0,3,1,2758,26
Rubén Martínez,Spain,Attack,left,167.0,GR1,PAS Lamia 1964,200000.0,2,1,3,1,1212,35
Vladyslav Shapoval,Ukraine,Defender,left,189.0,UKR1,Chornomorets Odessa,200000.0,3,0,0,0,438,29
David Jensen,Denmark,Goalkeeper,right,195.0,DK1,Lyngby BK,200000.0,0,0,0,0,1710,32
Damien Marcq,France,Defender,right,183.0,BE1,R Charleroi SC,200000.0,4,1,0,0,1426,36
Mateus Barbosa,Brazil,Defender,right,193.0,GR1,AE Kifisias,200000.0,0,0,0,0,120,26
Yaroslav Arbuzov,Russia,Midfield,right,176.0,RU1,Baltika Kaliningrad,200000.0,0,0,1,0,108,21
Fran Pereira,Portugal,Midfield,right,185.0,PO1,GD Estoril Praia,200000.0,0,0,0,0,14,22
Mohamed-Amine Bouchenna,France,Attack,right,179.0,FR1,Clermont Foot 63,200000.0,1,0,0,0,27,18
Nicola Bagnolini,Italy,Goalkeeper,right,194.0,IT1,Bologna FC 1909,200000.0,0,0,0,0,4,20
Djakaridja Junior Traoré,Cote d'Ivoire,Attack,right,193.0,TR1,Istanbulspor,200000.0,1,0,1,0,480,26
Saïmon Bouabré,France,Midfield,right,174.0,FR1,AS Monaco,200000.0,0,0,0,0,45,18
Gilberto Batista,Portugal,Defender,right,187.0,PO1,Moreirense FC,200000.0,0,0,0,0,226,21
Alex Soares,Portugal,Midfield,right,179.0,PO1,GD Estoril Praia,200000.0,1,0,0,0,288,33
Nazariy Nych,Ukraine,Attack,left,184.0,UKR1,LNZ Cherkasy,200000.0,0,0,0,0,135,25
Dennis Adeniran,England,Midfield,right,180.0,PO1,Portimonense SC,200000.0,0,0,0,0,5,26
Jack Hamilton,Scotland,Goalkeeper,right,190.0,SC1,Livingston FC,200000.0,0,0,0,0,360,30
Mirza Cihan,Türkiye,Attack,right,175.0,TR1,Gaziantep FK,200000.0,0,0,0,0,126,24
Elton Fikaj,Albania,Defender,left,188.0,GR1,Panathinaikos FC,200000.0,0,0,0,0,1,19
Victor Parada,Spain,Defender,left,185.0,ES1,Deportivo Alavés,200000.0,0,0,0,0,179,22
Miguel Carvalho,Portugal,Goalkeeper,right,189.0,PO1,SC Farense,200000.0,0,0,0,0,180,28
John-Kymani Gordon,England,Attack,right,181.0,GB1,Crystal Palace,200000.0,0,0,0,0,111,21
Kyriakos Kivrakidis,Greece,Defender,right,170.0,GR1,Atromitos Athens,200000.0,1,1,0,0,828,32
Divaio Bobson,Netherlands,Attack,right,182.0,NL1,PEC Zwolle,200000.0,0,0,0,0,52,20
Cristian Rivero,Spain,Goalkeeper,right,188.0,ES1,Valencia CF,200000.0,0,0,0,0,56,26
Jimi Tauriainen,Finland,Midfield,left,188.0,GB1,Chelsea FC,200000.0,0,0,0,0,2,20
Bogdan Butko,Ukraine,Defender,right,182.0,UKR1,Zorya Lugansk,200000.0,4,0,0,2,1260,34
Andriy Bogdanov,Ukraine,Midfield,right,182.0,UKR1,Kolos Kovalivka,200000.0,7,0,0,1,1125,35
Federico Brancolini,Italy,Goalkeeper,right,192.0,IT1,US Lecce,200000.0,0,0,0,0,90,23
Burak Yılmaz,Türkiye,Defender,right,185.0,TR1,Hatayspor,200000.0,4,0,0,0,900,29
Cassiano,Brazil,Attack,right,184.0,PO1,GD Estoril Praia,200000.0,2,0,11,3,2065,35
Cammy Ballantyne,Scotland,Midfield,right,187.0,SC1,St. Johnstone FC,200000.0,0,0,0,0,149,24
Marcin Listkowski,Poland,Attack,both,178.0,IT1,US Lecce,200000.0,0,0,0,0,7,26
Alberto Botía,Spain,Defender,right,188.0,GR1,AE Kifisias,200000.0,8,0,1,1,823,36
Tyler French,England,Defender,right,186.0,SC1,Dundee FC,200000.0,0,0,0,0,180,25
Jo Coppens,Belgium,Goalkeeper,left,190.0,BE1,Sint-Truidense VV,200000.0,0,0,0,0,360,34
Egor Shamov,Russia,Goalkeeper,left,190.0,RU1,Rubin Kazan,200000.0,0,0,0,0,270,30
